from_stop_id,to_stop_id,transfer_type,min_transfer_time,from_trip_id,to_trip_id,max_waiting_time
U2518Z301,U2518Z2,1,,1308_9011_251215,445_600_250801,1200
U2518Z301,U2518Z2,1,,1308_9013_251215,445_601_251208,1200
U1513Z1,U1513Z1,1,,333_563_250901,445_601_251208,1200
U2518Z301,U2518Z2,1,,1388_19019_251215,445_603_250801,1200
U1513Z1,U1513Z1,1,,333_551_250901,445_603_250801,1200
U2518Z301,U2518Z2,1,,1308_9019_251219,445_604_250801,1200
U2518Z301,U2518Z2,1,,1308_9019_251215,445_604_250801,1200
U2518Z301,U2518Z2,1,,1308_9021_251215,445_605_250801,1200
U1513Z1,U1513Z1,1,,333_565_250901,445_605_250801,1200
U2518Z301,U2518Z2,1,,1388_19025_251215,445_606_250801,1200
U2518Z301,U2518Z2,1,,1308_9023_251214,445_607_250801,1200
U1513Z1,U1513Z1,1,,333_566_250901,445_607_250801,1200
U2518Z301,U2518Z2,1,,1388_19027_251215,445_608_250801,1200
U2518Z301,U2518Z2,1,,1388_19027_251214,445_608_250801,1200
U2518Z301,U2518Z2,1,,1308_9003_251214,445_499_260105,1200
U1513Z1,U1513Z1,1,,333_471_250901,445_499_260105,1200
U2518Z301,U2518Z2,1,,1388_19007_251215,445_614_251208,1200
U2518Z301,U2518Z2,1,,1308_9009_251215,445_615_251208,1200
U1513Z1,U1513Z1,1,,333_562_250901,445_615_251208,1200
U2518Z301,U2518Z2,1,,1388_19015_251214,445_617_250801,1200
U1513Z1,U1513Z1,1,,333_550_260105,445_617_250801,1200
U2518Z301,U2518Z2,1,,1308_9015_251215,445_618_250801,1200
U2518Z301,U2518Z2,1,,1308_9017_251215,445_619_251208,1200
U1513Z1,U1513Z1,1,,333_564_250901,445_619_251208,1200
U2518Z301,U2518Z2,1,,1388_19023_251215,445_621_250801,1200
U1513Z1,U1513Z1,1,,333_552_250901,445_621_250801,1200
U2518Z301,U2518Z2,1,,1388_19003_251215,445_624_250801,300
U1513Z1,U1513Z1,1,,333_527_250901,445_624_250801,1200
U2518Z301,U2518Z2,1,,1308_9003_251214,445_625_250801,300
U2518Z301,U2518Z2,1,,1388_19007_251215,445_627_250801,1200
U1513Z1,U1513Z1,1,,333_459_250901,445_627_250801,1200
U2518Z301,U2518Z2,1,,1308_9009_251215,445_628_250801,1200
U2518Z301,U2518Z2,1,,1308_9011_251215,445_629_251208,1200
U1513Z1,U1513Z1,1,,333_572_250901,445_629_251208,1200
U2518Z301,U2518Z2,1,,1388_19017_251215,445_631_250801,1200
U1513Z1,U1513Z1,1,,333_532_250901,445_631_250801,1200
U2518Z301,U2518Z2,1,,1308_9017_251215,445_632_250801,1200
U2518Z301,U2518Z2,1,,1308_9019_251219,445_633_250801,1200
U2518Z301,U2518Z2,1,,1308_9019_251215,445_633_250801,1200
U1513Z1,U1513Z1,1,,333_574_250901,445_633_250801,1200
U1848Z1,U1848Z2,1,,317_257_251205,448_188_251215,600
U1848Z1,U1848Z2,1,,317_301_260105,449_324_251201,600
U1848Z1,U1848Z2,1,,317_315_251205,448_185_251215,600
U1848Z1,U1848Z2,1,,317_294_251205,448_186_251215,600
U1848Z1,U1848Z2,1,,319_406_260105,447_225_251215,600
U1848Z1,U1848Z2,1,,320_634_260105,447_225_251215,600
U1848Z1,U1848Z2,1,,317_310_251205,447_177_251215,600
U1848Z1,U1848Z2,1,,320_627_260105,449_337_251201,600
U1848Z1,U1848Z2,1,,317_1139_251205,447_15_251215,600
U1848Z1,U1848Z2,1,,317_302_251205,449_322_251201,600
U1848Z1,U1848Z2,1,,317_304_260105,448_190_251215,600
U1848Z1,U1848Z2,1,,319_417_260105,447_232_251215,600
U1848Z1,U1848Z2,1,,320_605_260105,447_232_251215,600
U1848Z1,U1848Z2,1,,317_311_251205,448_194_251215,600
U1848Z1,U1848Z2,1,,317_281_251214,448_196_251215,600
U1848Z1,U1848Z2,1,,319_404_260105,447_231_251215,600
U1848Z1,U1848Z2,1,,320_632_260105,447_231_251215,600
U1848Z1,U1848Z2,1,,317_266_251205,448_200_251215,600
U31254Z5,U31254Z1,1,,452_440_251103,453_354_251215,300
U31254Z3,U31254Z3,1,,456_467_260105,458_331_241216,300
U4764Z2,U4764Z5,1,,754_415_251103,454_326_251201,300
U6767Z1,U6767Z2,1,,451_292_251201,454_326_251201,300
U6767Z1,U6767Z2,1,,451_168_251201,454_326_251201,300
U4764Z8,U4764Z5,1,,360_967_251201,454_134_240701,300
U4764Z2,U4764Z5,1,,754_405_251103,454_134_240701,300
U6767Z1,U6767Z2,1,,451_375_251215,454_323_251201,300
U6767Z1,U6767Z2,1,,451_353_251201,454_323_251201,300
U4764Z8,U4764Z5,1,,360_975_251201,454_324_251201,300
U4764Z8,U4764Z5,1,,360_961_251201,454_334_251201,300
U4764Z2,U4764Z5,1,,754_410_251103,454_334_251201,300
U4764Z2,U4764Z5,1,,754_556_251103,454_328_251103,300
U4363Z2,U4363Z1,1,,413_240_251103,646_504_251103,600
U4363Z1,U4363Z1,1,,617_711_251120,646_504_251103,600
U4363Z1,U4363Z1,1,,617_720_251103,646_504_251103,600
U4363Z2,U4363Z2,1,,413_245_251103,646_505_251103,600
U4363Z1,U4363Z2,1,,617_713_251120,646_505_251103,600
U4363Z1,U4363Z2,1,,617_724_251120,646_505_251103,600
U4363Z2,U4363Z1,1,,413_219_251103,646_506_251103,600
U4363Z1,U4363Z1,1,,413_226_251103,646_506_251103,600
U4363Z1,U4363Z1,1,,617_702_251120,646_506_251103,600
U4363Z1,U4363Z1,1,,617_731_251120,646_506_251103,600
U4363Z2,U4363Z2,1,,413_243_251103,646_507_251103,600
U4363Z1,U4363Z2,1,,413_220_251103,646_507_251103,600
U4363Z1,U4363Z2,1,,617_715_251120,646_507_251103,600
U4363Z1,U4363Z2,1,,617_722_251120,646_507_251103,600
U2236Z301,U2236Z3,1,,1304_9626_251215,466_642_251215,300
U2236Z301,U2236Z3,1,,1220_690_251214,466_642_251215,600
U4383Z2,U4383Z1,1,,475_187_251215,466_643_260105,300
U4363Z2,U4363Z2,1,,413_240_251103,646_500_251103,600
U4363Z1,U4363Z2,1,,617_720_251103,646_500_251103,600
U4363Z2,U4363Z1,1,,413_245_251103,646_501_251103,600
U4363Z1,U4363Z1,1,,617_713_251120,646_501_251103,600
U4363Z1,U4363Z1,1,,617_724_251120,646_501_251103,600
U4363Z1,U4363Z2,1,,617_721_251120,646_532_251103,600
U9182Z1,U9182Z1,1,,693_82_260105,695_115_251215,600
U4363Z2,U4363Z1,1,,413_243_251103,646_503_251103,600
U4363Z1,U4363Z1,1,,413_220_251103,646_503_251103,600
U4363Z1,U4363Z1,1,,617_715_251120,646_503_251103,600
U4363Z1,U4363Z1,1,,617_722_251120,646_503_251103,600
U4363Z2,U4363Z2,1,,413_247_251103,646_508_251103,600
U4363Z1,U4363Z2,1,,413_249_251103,646_508_251103,600
U4363Z1,U4363Z2,1,,617_708_251120,646_508_251103,600
U4363Z1,U4363Z2,1,,617_726_251120,646_508_251103,600
U4363Z2,U4363Z1,1,,413_253_251103,646_572_251215,600
U4363Z1,U4363Z1,1,,413_228_251103,646_572_251215,600
U4363Z1,U4363Z1,1,,617_699_251120,646_572_251215,600
U4363Z1,U4363Z1,1,,617_723_251120,646_572_251215,600
U4363Z2,U4363Z2,1,,413_250_251103,646_510_251103,600
U4363Z1,U4363Z2,1,,413_248_251103,646_510_251103,600
U4363Z1,U4363Z2,1,,617_709_251120,646_510_251103,600
U4363Z1,U4363Z2,1,,617_716_251120,646_510_251103,600
U4363Z2,U4363Z1,1,,413_229_251103,646_511_251103,600
U4363Z1,U4363Z1,1,,413_222_251103,646_511_251103,600
U4363Z1,U4363Z1,1,,617_707_251120,646_511_251103,600
U4363Z1,U4363Z1,1,,617_727_251120,646_511_251103,600
U4363Z1,U4363Z2,1,,413_251_251103,646_512_251103,600
U4363Z1,U4363Z2,1,,617_712_251120,646_512_251103,600
U4363Z1,U4363Z2,1,,617_717_251120,646_512_251103,600
U4363Z2,U4363Z1,1,,413_223_251103,646_513_251101,600
U4363Z1,U4363Z1,1,,413_230_251103,646_513_251101,600
U4363Z1,U4363Z1,1,,617_704_251120,646_513_251101,600
U4363Z1,U4363Z1,1,,617_728_251120,646_513_251101,600
U4363Z2,U4363Z2,1,,413_238_251103,646_514_251103,600
U4363Z1,U4363Z2,1,,413_237_251103,646_514_251103,600
U4363Z1,U4363Z2,1,,617_710_251120,646_514_251103,600
U4363Z1,U4363Z2,1,,617_718_251120,646_514_251103,600
U4363Z1,U4363Z1,1,,413_244_251103,646_515_251103,600
U4363Z1,U4363Z1,1,,617_719_251120,646_515_251103,600
U4363Z1,U4363Z1,1,,617_729_251120,646_515_251103,600
U2236Z301,U2236Z3,1,,1304_6916_251215,466_645_251215,600
U2236Z301,U2236Z3,1,,1220_684_251215,466_645_251215,600
U2236Z301,U2236Z3,1,,1304_9642_251215,466_647_251215,600
U2236Z301,U2236Z3,1,,1304_6924_251215,466_649_251215,600
U2236Z301,U2236Z3,1,,1220_676_251214,466_649_251215,600
U4363Z2,U4363Z1,1,,413_238_251103,646_522_251103,600
U4363Z1,U4363Z1,1,,413_237_251103,646_522_251103,600
U4363Z1,U4363Z1,1,,617_710_251120,646_522_251103,600
U4363Z1,U4363Z1,1,,617_718_251120,646_522_251103,600
U4363Z1,U4363Z2,1,,413_244_251103,646_523_251103,600
U4363Z1,U4363Z2,1,,617_719_251120,646_523_251103,600
U4363Z1,U4363Z2,1,,617_729_251120,646_523_251103,600
U2236Z301,U2236Z3,1,,1304_6918_251215,466_650_251215,600
U2236Z301,U2236Z3,1,,1220_682_251215,466_650_251215,600
U2236Z301,U2236Z3,1,,1304_9646_251215,466_652_251215,600
U2236Z301,U2236Z3,1,,1304_9654_251214,466_452_250910,600
U2236Z301,U2236Z3,1,,1220_674_251215,466_452_250910,600
U2236Z301,U2236Z3,1,,1304_6926_251214,466_655_251215,600
U2236Z301,U2236Z3,1,,1304_6926_251215,466_655_251215,600
U9192Z1,U9192Z2,1,,692_14_241202,474_526_251124,900
U4383Z2,U4383Z1,1,,475_194_251215,466_659_260105,300
U2236Z301,U2236Z3,1,,1304_6920_251215,466_660_251215,600
U2236Z301,U2236Z3,1,,1220_680_251214,466_660_251215,600
U2236Z301,U2236Z3,1,,1304_9648_251215,466_462_250910,600
U2236Z301,U2236Z3,1,,1304_9630_251214,466_667_251215,600
U4383Z2,U4383Z1,1,,475_192_251215,466_662_260105,300
U2236Z301,U2236Z3,1,,1304_9640_251215,466_663_251215,600
U1242Z1,U1242Z1,1,,377_2238_260105,472_167_250502,600
U1242Z1,U1242Z1,1,,478_1147_251215,472_167_250502,600
U4363Z2,U4363Z1,1,,413_247_251103,646_516_251103,600
U4363Z1,U4363Z1,1,,413_249_251103,646_516_251103,600
U4363Z1,U4363Z1,1,,617_708_251120,646_516_251103,600
U4363Z1,U4363Z1,1,,617_726_251120,646_516_251103,600
U4363Z2,U4363Z2,1,,413_253_251103,646_517_251103,600
U4363Z1,U4363Z2,1,,413_228_251103,646_517_251103,600
U4363Z1,U4363Z2,1,,617_699_251120,646_517_251103,600
U4363Z1,U4363Z2,1,,617_723_251120,646_517_251103,600
U4363Z2,U4363Z1,1,,413_250_251103,646_518_251103,600
U4363Z1,U4363Z1,1,,413_248_251103,646_518_251103,600
U4363Z1,U4363Z1,1,,617_709_251120,646_518_251103,600
U4363Z1,U4363Z1,1,,617_716_251120,646_518_251103,600
U4363Z2,U4363Z2,1,,413_229_251103,646_519_251103,600
U4363Z1,U4363Z2,1,,413_222_251103,646_519_251103,600
U4363Z1,U4363Z2,1,,617_707_251120,646_519_251103,600
U4363Z1,U4363Z2,1,,617_727_251120,646_519_251103,600
U4363Z1,U4363Z1,1,,413_251_251103,646_520_251103,600
U4363Z1,U4363Z1,1,,617_712_251120,646_520_251103,600
U4363Z1,U4363Z1,1,,617_717_251120,646_520_251103,600
U4363Z2,U4363Z2,1,,413_223_251103,646_521_251101,600
U4363Z1,U4363Z2,1,,413_230_251103,646_521_251101,600
U4363Z1,U4363Z2,1,,617_704_251120,646_521_251101,600
U4363Z1,U4363Z2,1,,617_728_251120,646_521_251101,600
U4704Z1,U4704Z1,1,,475_193_251215,468_62_251103,300
U4704Z1,U4704Z1,1,,475_189_251215,468_64_251103,300
U4371Z1,U4371Z1,1,,466_663_251215,466_668_251215,600
U2236Z301,U2236Z3,1,,1304_9634_251214,466_670_251215,600
U2831Z301,U2831Z1,1,,1304_6922_251215,464_86_241202,600
U1798Z1,U1798Z1,1,,369_31_251215,692_111_251215,900
U9192Z2,U9192Z2,1,,695_2_260105,692_7_250630,900
U4363Z2,U4363Z1,1,,413_225_251103,646_533_251103,600
U4363Z1,U4363Z1,1,,413_218_251103,646_533_251103,600
U4363Z1,U4363Z1,1,,617_706_251120,646_533_251103,600
U4363Z1,U4363Z1,1,,617_725_251120,646_533_251103,600
U4363Z2,U4363Z2,1,,413_219_251103,646_525_251101,600
U4363Z1,U4363Z2,1,,413_226_251103,646_525_251101,600
U4363Z1,U4363Z2,1,,617_702_251120,646_525_251101,600
U4363Z1,U4363Z2,1,,617_731_251120,646_525_251101,600
U1793Z3,U1793Z3,1,,369_879_251215,691_235_251215,900
U1798Z1,U1798Z1,1,,369_719_251113,692_112_251215,900
U2831Z301,U2831Z1,1,,1304_6920_251215,464_109_251103,600
U4383Z2,U4383Z1,1,,475_181_251215,466_675_260105,300
U2236Z301,U2236Z3,1,,1304_9636_251215,466_676_251215,600
U2236Z301,U2236Z3,1,,1304_6922_251215,466_678_251215,600
U2236Z301,U2236Z3,1,,1220_678_251215,466_678_251215,600
U9295Z2,U9295Z1,1,,431_290_251215,467_415_251103,300
U9295Z1,U9295Z1,1,,767_29_251215,467_415_251103,300
U9295Z1,U9295Z1,1,,767_14_251215,467_222_251103,300
U9176Z2,U9176Z2,1,,696_441_250721,467_416_251103,300
U9295Z1,U9295Z1,1,,767_5_251215,467_308_251103,300
U9295Z2,U9295Z1,1,,431_277_251215,467_155_251103,300
U9295Z1,U9295Z1,1,,767_7_251215,467_239_251103,300
U2831Z301,U2831Z1,1,,1304_6926_251214,464_237_251215,600
U2831Z301,U2831Z1,1,,1304_6926_251215,464_237_251215,600
U2815Z301,U2815Z1,1,,1223_1300_251214,747_134_260105,600
U2815Z301,U2815Z1,1,,1223_1300_260105,747_134_260105,600
U1793Z3,U1793Z3,1,,369_633_251113,691_237_251215,900
U9166Z2,U9166Z2,1,,467_239_251103,747_355_251215,300
U2815Z301,U2815Z1,1,,1221_1152_251215,747_153_251106,1800
U1242Z1,U1242Z1,1,,377_2215_260105,472_140_250901,600
U1242Z1,U1242Z1,1,,478_1166_251215,472_140_250901,600
U1242Z1,U1242Z1,1,,377_188_250901,472_82_250502,600
U1242Z1,U1242Z1,1,,377_2233_250714,471_932_251103,300
U1242Z1,U1242Z1,1,,377_2235_260105,471_338_251103,600
U1242Z1,U1242Z1,1,,377_2153_250714,472_239_250502,600
U1242Z1,U1242Z1,1,,478_1139_251215,472_239_250502,600
U1242Z1,U1242Z1,1,,377_2175_250714,471_935_251103,600
U1242Z1,U1242Z1,1,,478_1172_251215,472_257_260105,600
U1242Z1,U1242Z1,1,,377_2257_260105,471_445_251103,300
U1242Z1,U1242Z1,1,,377_2267_260105,471_940_251103,300
U1242Z1,U1242Z1,1,,478_1162_251215,472_240_250502,600
U1242Z1,U1242Z1,1,,478_1164_251215,471_826_251103,300
U1242Z1,U1242Z1,1,,377_2231_260105,471_941_251103,300
U1242Z1,U1242Z1,1,,377_391_260105,472_173_250502,600
U4363Z1,U4363Z1,1,,617_721_251120,646_561_251103,600
U1242Z1,U1242Z1,1,,478_1176_251215,472_246_260105,600
U1242Z1,U1242Z1,1,,377_2204_260105,471_492_251103,600
U1242Z1,U1242Z1,1,,478_1172_251215,471_939_251103,300
U4363Z2,U4363Z1,1,,413_252_251103,646_528_251103,600
U4363Z1,U4363Z1,1,,617_730_251120,646_528_251103,600
U4363Z2,U4363Z2,1,,413_225_251103,646_529_251103,600
U4363Z1,U4363Z2,1,,413_218_251103,646_529_251103,600
U4363Z1,U4363Z2,1,,617_706_251120,646_529_251103,600
U4363Z1,U4363Z2,1,,617_725_251120,646_529_251103,600
U1242Z1,U1242Z1,1,,377_2259_250714,471_949_251103,300
U1242Z1,U1242Z1,1,,377_2250_260105,471_950_251103,300
U1785Z1,U1785Z1,1,,470_98_251222,473_133_251222,900
U1785Z2,U1785Z2,1,,470_99_251222,473_134_251222,900
U1785Z2,U1785Z2,1,,470_10_251222,473_1_251222,900
U1785Z3,U1785Z3,1,,471_602_251103,473_5_251222,600
U1242Z1,U1242Z1,1,,471_1121_251103,478_1154_260105,300
U1242Z1,U1242Z1,1,,377_2235_260105,478_1158_260105,300
U1242Z1,U1242Z1,1,,377_2132_250714,478_1160_260105,300
U3257Z2,U1829Z2,1,,375_2160_251224,669_556_250728,600
U1242Z1,U1242Z1,1,,471_1126_251103,478_1169_260105,300
U1242Z1,U1242Z1,1,,472_238_250502,478_1169_260105,300
U1242Z1,U1242Z1,1,,472_256_260105,478_1173_260105,300
U1242Z1,U1242Z1,1,,471_1122_251103,478_1175_260105,300
U1242Z1,U1242Z1,1,,471_1127_251103,478_1177_260105,300
U7045Z4,U7045Z3,1,,524_37_250619,482_93_251027,900
U9734Z1,U9734Z1,1,,395_89_260105,482_372_251027,900
U5755Z2,U5755Z2,1,,567_26_241202,482_95_251027,900
U1610Z301,U1610Z2,1,,1301_9323_251214,484_292_241216,300
U1610Z301,U1610Z2,1,,1301_8627_251215,484_295_241216,600
U1610Z301,U1610Z2,1,,1301_9335_251215,484_296_241216,600
U1610Z301,U1610Z2,1,,1301_9339_251215,484_297_241216,600
U1610Z301,U1610Z2,1,,1301_9343_251215,484_298_241216,600
U1610Z301,U1610Z2,1,,1301_9347_251215,484_299_241216,600
U1610Z301,U1610Z2,1,,1301_9351_251215,484_300_241216,600
U1610Z301,U1610Z2,1,,1301_9353_251215,484_301_241216,600
U1610Z301,U1610Z2,1,,1301_9355_251215,484_303_241216,600
U1610Z301,U1610Z2,1,,1301_8651_251215,484_304_241216,600
U1610Z301,U1610Z2,1,,1301_9357_251215,484_306_241216,600
U1610Z301,U1610Z2,1,,1301_8653_251214,484_307_241216,600
U1610Z301,U1610Z2,1,,1301_9359_251214,484_309_241216,600
U9736Z2,U9736Z2,1,,505_4_260105,507_34_260105,600
U3287Z12,U3287Z6,1,,395_169_260105,512_105_250915,900
U7755Z3,U7755Z2,1,,520_79_241202,515_67_241202,900
U7482Z1,U7482Z1,1,,514_137_251103,515_146_251103,900
U7029Z3,U7029Z2,1,,514_32_251103,515_38_251103,900
U1851Z8,U1851Z7,1,,395_6_260105,520_43_241202,900
U7755Z1,U7755Z1,1,,515_4_251103,520_8_241202,900
U1851Z8,U1851Z7,1,,395_62_260105,520_80_241202,900
U7755Z1,U7755Z1,1,,515_38_251103,520_12_241202,900
U1851Z8,U1851Z7,1,,395_47_260105,520_14_241202,900
U1851Z8,U1851Z7,1,,395_97_260105,520_17_241202,900
U1851Z8,U1851Z7,1,,395_69_260105,514_30_251103,900
U7482Z2,U7482Z1,1,,515_4_251103,514_30_251103,900
U7482Z2,U7482Z2,1,,515_69_251103,514_68_251103,900
U1851Z8,U1851Z7,1,,395_771_250818,514_32_251103,900
U7482Z2,U7482Z1,1,,515_38_251103,514_32_251103,900
U1851Z8,U1851Z7,1,,395_1867_251222,514_34_251103,900
U1851Z8,U1851Z7,1,,395_76_250818,514_36_251103,900
U7755Z2,U7755Z3,1,,515_112_250708,520_108_250901,900
U9734Z1,U9734Z1,1,,395_21_260105,488_715_251215,900
U7899Z2,U7899Z10,1,,521_7_241202,495_135_251215,900
U7899Z2,U7899Z10,1,,521_47_241202,495_136_251215,900
U9734Z1,U9734Z1,1,,395_97_260105,521_30_251007,600
U7899Z2,U7899Z10,1,,521_32_251007,495_46_251007,900
U7899Z2,U7899Z11,1,,521_37_241202,522_9_250915,600
U7045Z2,U7045Z3,1,,495_45_241202,482_104_250915,900
U7045Z1,U7045Z3,1,,495_63_241202,482_104_250915,900
U9734Z1,U9734Z1,1,,395_37_250818,511_74_251029,900
U9734Z1,U9734Z1,1,,395_39_251222,521_4_250728,600
U7899Z10,U7899Z9,1,,495_136_251215,521_186_241202,900
U7899Z2,U7899Z10,1,,521_20_241202,495_137_251215,900
U7899Z10,U7899Z9,1,,495_130_241202,521_88_241202,900
U9734Z1,U9734Z1,1,,395_144_260105,521_173_241202,600
U9734Z1,U9734Z1,1,,393_492_250818,521_173_241202,600
U9734Z1,U9734Z1,1,,395_170_250818,521_28_241202,600
U7899Z2,U7899Z11,1,,521_376_241202,522_36_241202,600
U5755Z1,U5755Z1,1,,482_373_250915,567_27_241202,900
U7899Z2,U7899Z11,1,,521_20_241202,522_40_241202,600
U7045Z2,U7045Z2,1,,482_103_251007,496_60_250619,900
U7899Z2,U7899Z10,1,,521_376_241202,495_126_241202,900
U7045Z2,U7045Z3,1,,495_58_251007,482_91_250922,900
U7045Z2,U7045Z2,1,,495_82_241202,496_85_251215,900
U9734Z1,U9734Z1,1,,395_1888_260105,482_365_250915,900
U9734Z1,U9734Z1,1,,395_21_260105,482_99_250915,900
U7045Z2,U7045Z1,1,,482_103_251007,524_98_251013,900
U5812Z2,U5812Z1,1,,496_113_251013,524_98_251013,900
U9734Z1,U9734Z1,1,,395_1885_260105,482_101_250915,900
U7514Z1,U7514Z1,1,,524_42_250619,522_3_241202,900
U7614Z1,U7614Z1,1,,488_720_251215,511_68_251215,900
U9734Z1,U9734Z1,1,,395_101_250818,488_662_251215,900
U7899Z10,U7899Z9,1,,495_51_251007,521_176_250915,900
U7900Z1,U7900Z2,1,,495_79_241202,521_176_250915,900
U9734Z1,U9734Z1,1,,395_25_250818,521_37_241202,600
U7899Z2,U7899Z11,1,,521_32_251007,522_6_241202,600
U7514Z1,U7514Z1,1,,524_29_250619,522_7_241202,900
U7899Z2,U7899Z11,1,,521_47_241202,522_8_241202,600
U7045Z2,U7045Z2,1,,482_106_251020,496_62_251020,900
U7045Z2,U7045Z1,1,,482_97_251020,524_40_251007,900
U7045Z4,U7045Z1,1,,524_79_250630,495_79_241202,900
U7045Z3,U7045Z1,1,,482_23_241209,495_79_241202,900
U7899Z2,U7899Z10,1,,521_47_241202,495_81_241202,900
U7899Z2,U7899Z10,1,,521_30_251007,495_49_240701,900
U7045Z2,U7045Z1,1,,482_106_251020,524_29_250619,900
U7045Z2,U7045Z2,1,,482_87_260105,496_58_250619,900
U7899Z10,U7899Z9,1,,495_104_241202,521_178_241202,900
U9734Z1,U9734Z1,1,,395_117_260105,521_34_250915,600
U7899Z10,U7899Z9,1,,495_70_251007,521_86_241202,900
U7899Z2,U7899Z10,1,,521_11_250728,495_75_241202,900
U7045Z2,U7045Z1,1,,482_370_260105,495_76_241202,900
U9734Z1,U9734Z1,1,,395_1949_260105,511_86_251029,900
U7045Z2,U7045Z1,1,,482_99_250915,495_57_251007,900
U7899Z2,U7899Z10,1,,521_32_251007,495_58_251007,900
U7045Z2,U7045Z2,1,,482_97_251020,495_59_251007,900
U7045Z2,U7045Z1,1,,482_373_250915,495_61_251007,900
U7899Z2,U7899Z10,1,,521_369_241202,495_45_241202,900
U7045Z2,U7045Z1,1,,482_46_251013,524_36_250619,900
U7045Z2,U7045Z1,1,,482_105_260105,524_36_250619,900
U7045Z2,U7045Z1,1,,482_372_251027,495_64_241202,900
U7899Z2,U7899Z10,1,,521_67_241202,495_65_241202,900
U7614Z1,U7614Z1,1,,488_663_251215,511_189_251029,900
U7045Z2,U7045Z1,1,,482_87_260105,524_80_250619,900
U7899Z10,U7899Z2,1,,495_79_241202,521_170_241202,900
U9734Z1,U9734Z1,1,,395_1888_260105,521_17_241202,600
U9734Z1,U9734Z1,1,,395_69_260105,521_45_241202,600
U3287Z12,U3287Z6,1,,395_89_260105,504_62_250502,900
U3287Z12,U3287Z6,1,,395_1835_250823,504_54_250502,900
U3287Z12,U3287Z6,1,,395_25_250818,504_53_241202,900
U3287Z12,U3287Z6,1,,395_1896_260105,504_140_250502,900
U3287Z12,U3287Z6,1,,395_1885_260105,512_5_250915,900
U3287Z12,U3287Z6,1,,395_21_260105,504_45_250502,900
U9734Z1,U9734Z1,1,,395_22_260105,488_667_251215,900
U9618Z9,U9618Z5,1,,545_20_250401,531_594_251215,180
U9618Z5,U9618Z2,1,,531_643_251215,528_112_251215,300
U9849Z1,U9849Z1,1,,634_31_251215,639_283_250401,300
U9830Z1,U9830Z1,1,,544_11_241202,545_142_250929,300
U3270Z301,U3270Z2,1,,1216_772_251214,546_179_251009,600
U9798Z2,U9798Z2,1,,640_194_250602,531_610_250901,300
U9618Z6,U9618Z5,1,,548_222_251215,531_615_250901,300
U9798Z2,U9798Z2,1,,640_223_250602,531_615_250901,300
U1851Z8,U1851Z9,1,,395_29_250818,639_286_250512,600
U1851Z8,U1851Z9,1,,395_62_260105,639_287_250512,600
U3270Z301,U3270Z2,1,,1216_766_251214,546_177_251009,600
U3270Z301,U3270Z2,1,,1216_760_251214,546_184_251009,600
U3270Z301,U3270Z2,1,,1216_768_251214,546_188_251009,600
U3270Z301,U3270Z2,1,,1216_762_251214,546_190_251009,600
U9105Z2,U9105Z2,1,,384_973_260105,526_56_260105,300
U1229Z1,U1229Z2,1,,384_1021_260105,526_91_260105,300
U3270Z3,U3270Z3,1,,545_55_241202,548_222_251215,300
U3270Z3,U3270Z3,1,,546_192_251009,548_225_251215,300
U3270Z301,U3270Z2,1,,1370_7812_251215,545_23_241202,1200
U9078Z2,U9078Z2,1,,638_441_250915,528_124_251215,300
U9105Z1,U9105Z2,1,,526_98_241202,641_855_251208,480
U1851Z8,U1851Z9,1,,395_13_260105,639_291_250512,600
U9798Z1,U9798Z1,1,,531_589_250901,640_188_250602,600
U3270Z301,U3270Z2,1,,1370_7816_251215,545_147_250929,1200
U3270Z301,U3270Z2,1,,1370_7820_251215,545_21_241202,1200
U9830Z2,U9830Z2,1,,546_184_251009,544_2_241202,600
U3270Z301,U3270Z2,1,,1216_778_251215,546_193_251009,600
U3270Z301,U3270Z2,1,,1216_770_251214,546_195_251009,600
U3270Z301,U3270Z2,1,,1216_764_251214,546_197_251009,600
U3270Z301,U3270Z2,1,,1216_756_251214,546_73_251009,600
U3270Z301,U3270Z2,1,,1216_752_251214,545_150_241202,1200
U3270Z301,U3270Z2,1,,1370_7830_251214,545_36_250922,3600
U9811Z1,U9811Z1,1,,632_16_251103,640_223_250602,300
U9842Z2,U9842Z1,1,,640_242_260105,640_84_260105,300
U9798Z1,U9798Z1,1,,531_605_250901,640_143_251215,600
U9798Z2,U9798Z1,1,,531_619_250901,640_143_251215,600
U3270Z301,U3270Z2,1,,1216_754_251214,545_53_250922,1200
U9830Z1,U9830Z1,1,,546_192_251009,527_42_260105,300
U1230Z1,U1230Z2,1,,384_999_260105,528_38_260105,600
U3270Z301,U3270Z2,1,,1216_774_251214,545_3_241201,1200
U9830Z2,U9830Z2,1,,546_188_251009,544_15_241202,600
U9618Z5,U9618Z4,1,,531_603_250901,544_16_241202,600
U9830Z2,U9830Z2,1,,546_190_251009,544_18_241202,600
U9105Z2,U9105Z2,1,,384_982_260105,526_38_251215,300
U1230Z2,U1230Z2,1,,384_982_260105,527_45_250721,1200
U1230Z2,U1230Z2,1,,384_985_260105,527_14_250721,1200
U1851Z8,U1851Z9,1,,395_37_250818,639_292_250512,600
U1851Z8,U1851Z9,1,,395_1896_260105,639_294_250512,600
U9798Z1,U9798Z1,1,,531_613_250901,640_197_241202,600
U9798Z1,U9798Z1,1,,531_603_250901,640_150_250602,600
U9105Z2,U9105Z2,1,,641_863_251208,640_151_250602,600
